0,1,2
44932643,-71776359,0
44902128,-72948391,0
44738156,-73306352,0
44103841,-72526916,0
44343536,-72575645,0
44430096,-73026735,0
42944039,-72727518,0
43756978,-72730177,0
36694745,-77535517,0
37779976,-79443495,0
38749207,-77487762,0
38770864,-77449443,0
37132326,-76365419,1
46815306,-118338081,1
46369711,-117225934,1
46315267,-119371393,1
47905787,-120520211,1
48067730,-123080362,1
45801586,-122520347,0
46512828,-118102370,1
45937521,-122686548,1
47701979,-119861230,1
48667659,-118680631,1
46577941,-119162115,1
46475341,-117537763,1
46897589,-119686316,1
46894327,-123965158,1
47828495,-122838769,0
47722245,-121369352,0
47626717,-122649953,0
46871354,-119985869,1
45851428,-120354257,1
46490874,-122879917,1
47761025,-118729143,1
47336838,-123074952,1
48143441,-119009380,1
46330755,-124045530,1
48250130,-117353111,1
46938230,-122468087,0
48557824,-122983742,0
48486147,-122137243,0
45758260,-121576567,1
47857915,-122092025,0
47653568,-117431742,1
48124594,-117762554,1
46978118,-122702393,0
46300349,-123456145,1
46084584,-118906079,1
48953377,-122198860,0
46838747,-117644337,0
46419838,-120231713,1
39161343,-80049182,1
39442661,-78026280,1
38146531,-81860730,1
38706017,-80736884,1
40192679,-80665879,1
38413384,-82277401,1
38828582,-81132151,1
38465777,-81050662,1
39296522,-80774491,1
38041293,-81064784,1
38913649,-80831256,1
39070601,-79233536,1
37968468,-80669597,1
39314071,-78659428,1
40507729,-80565292,1
39077365,-78593865,1
39285204,-80385344,1
38951920,-81709496,1
39224095,-77878788,1
38296818,-81554655,1
39042331,-80447878,1
38231798,-81942329,1
37781792,-81891965,1
37375246,-81653889,1
39451967,-80262550,1
39877162,-80694606,1
38871527,-82098592,1
37416395,-81105803,1
39617003,-78763194,1
37743063,-82108010,1
39578512,-80093007,1
37552029,-80539672,1
39530566,-78457290,1
38318389,-80834152,1
40169839,-80595763,1
38684692,-79353564,1
39408888,-81207860,1
38387966,-79990585,1
39430634,-79519679,1
38475369,-81880455,1
37684255,-81048923,1
38753380,-79814713,1
39198501,-81068913,1
38608737,-81419262,1
37648541,-80877395,1
39345364,-80049770,1
39138003,-79481555,1
39450612,-80870081,1
38864632,-80212410,1
38132114,-82418277,1
38482539,-80431111,1
39575518,-80666712,1
39040511,-81371951,1
39367796,-81455899,1
37603344,-81539980,1
44079992,-89803877,1
46560783,-90619716,0
45400115,-92074695,1
46697289,-90904151,0
44425040,-88111252,1
44473584,-91910518,1
45869606,-92302860,1
44167388,-88229438,1
45074130,-91294397,1
44894112,-90790684,1
43498907,-89304970,1
43274205,-90924336,1
43069560,-89423861,0
43459309,-88754483,1
45373786,-86897472,1
46525129,-91921631,0
45094148,-91879257,1
44762892,-91306304,0
45913837,-88623498,1
43839613,-88543924,1
45443574,-88619413,1
43035813,-90853002,1
42816273,-89651287,0
43832741,-89122651,1
42976078,-90141299,0
46370313,-90434344,1
44436841,-90796318,1
43129040,-88947513,1
44022637,-90130552,1
42580980,-87662878,1
44541977,-87670551,1
43897572,-91120198,0
42554499,-90350817,1
45248003,-88803154,1
45337678,-89735524,1
44189293,-87781594,1
44840956,-90257456,1
45383307,-87876231,1
43922097,-89310982,1
44868930,-88618552,0
43017412,-87569664,0
43848835,-90468791,1
45309457,-88605896,1
45859618,-89653705,1
44416326,-88464873,1
43247112,-87980914,1
44508365,-92232594,1
44781928,-92283761,1
45515830,-92461712,1
44341602,-89526303,0
45532944,-90281660,1
42727153,-87675979,1
43501783,-90706816,1
42614273,-89233129,0
45409130,-91423051,1
43459884,-89931931,1
45832746,-91014362,1
44796040,-88898362,1
43662704,-87930254,1
45330939,-90401519,1
44443778,-91285758,1
43653701,-90841723,1
46061297,-89485834,1
42607688,-88623745,1
45966368,-91886372,1
43422223,-88195862,1
42951630,-88296321,1
44461926,-88915027,1
44168882,-89223228,1
44124886,-88745129,1
44388082,-89922751,1
41271207,-105486538,1
44601118,-107788860,1
43761422,-105520135,1
41716940,-106999195,1
42780251,-105871922,1
44352274,-104420625,1
43191539,-108009659,1
42088115,-104354049,1
43775844,-108383949,1
44497609,-106870963,1
41277286,-104205462,1
43030327,-110884515,1
42966192,-106807047,1
42703263,-104140785,1
44463071,-109415501,1
42321218,-104722426,1
44753413,-106694907,1
42785695,-110186599,1
41764300,-108968062,1
43443851,-110694002,0
41099266,-110500655,1
43908687,-107530662,1
43937319,-104620856,1
